symbol	old_symbol
OR4G3P	OLC
OR4G3P	OLC-7501
OR4G3P	OR4G3
OR4G3P	OR4G5P
OR4G4P	
OR4G6P	
OR4H12P	C14orf14
OR4H12P	OR4H12
OR4H6BP	
OR4H6P	OR15-71
OR4H6P	OR4H6
OR4H6P	OR15-82
OR4H6P	OR4H9
OR4H6P	OR5-39
OR4H6P	OR5-84
OR4H6P	OR4-114
OR4H6P	OR4-115
OR4H6P	OR4-119
OR4H6P	OR15-69
OR4H6P	OR15-80
OR4H6P	OR15-81
OR4H6P	OR14-58
OR4H6P	OR4H9P
OR4H6P	OR4H10P
OR4H6P	OR4H5P
OR4H6P	OR4H11P
OR4H6P	OR4H5
OR4H6P	OR4H7
OR4H6P	OR4H7P
OR4H6P	OR4H2P
OR4H6P	OR4H3P
OR4H6P	OR4H11
OR4H6P	OR4H2
OR4H6P	OR4H3
OR4H6P	OR4H1P
OR4H6P	OR4H4P
OR4H6P	OR4H10
OR4H6P	OR4H4
OR4H6P	OR4H8P
OR4H6P	OR4H8
OR4K1	
OR4K11P	OR21-1
OR4K12P	OR21-2
OR4K13	
OR4K14	
OR4K15	OR4K15Q
OR4K16P	
OR4K17	
OR4K2	
OR4K3	OR4K3P
OR4K4P	
OR4K5	
OR4K6P	
OR4K7P	OR4K10P
OR4K8P	OR4K9P
OR4L1	OR4L2P
OR4M1	
OR4M2	
OR4M2B	
OR4N1P	
OR4N2	
OR4N3BP	
OR4N3P	
OR4N4	
OR4N4C	
OR4N5	
OR4P1P	
OR4P4	OR4P3P
OR4Q1P	
OR4Q2	OR4Q2P
OR4Q3	C14orf13
OR4Q3	OR4Q4
OR4R1P	
OR4R2P	
OR4R3P	
OR4S1	
OR4S2	OST725
OR4S2	OR4S2P
OR4T1P	
OR4U1P	
OR4V1P	
OR4W1P	
OR4X1	
OR4X2	
OR4X7P	
OR51A10P	OR51A11P
OR51A10P	OR51A13
OR51A1P	
OR51A2	
OR51A3P	
OR51A4	
OR51A5P	
OR51A6P	
OR51A7	
OR51A8P	
OR51A9P	
OR51AB1P	
OR51B2	OR51B1P
OR51B3P	
OR51B4	
OR51B5	
OR51B6	
OR51B8P	
OR51C1P	OST734
OR51C1P	OR51C3P
OR51C1P	OR51C2P
OR51C4P	
OR51D1	OR51D1Q
OR51E1	GPR136
OR51E1	OR51E1P
OR51E1	OR52A3P
OR51E1	GPR164
OR51E2	PSGR
OR51F1	OR51F1P
OR51F2	
OR51F3P	
OR51F4P	
OR51F5P	
OR51G1	OR51G3P
OR51G2	
OR51H1	OR51H1P
OR51H2P	
OR51I1	
OR51I2	
OR51J1	OR51J2
OR51J1	OR51J1P
OR51K1P	
OR51L1	
OR51M1	
OR51N1P	
OR51P1P	OR51P2P
OR51Q1	
OR51R1P	
OR51S1	
OR51T1	
OR51V1	OR51A12
OR52A1	HPFH1OR
OR52A4P	OR52A4
OR52A5	
OR52B1P	
OR52B2	
OR52B3P	
OR52B4	
OR52B5P	
OR52B6	
OR52D1	
OR52E1	OR52E1P
OR52E2	
OR52E3P	
OR52E4	
OR52E5	
OR52E6	
OR52E7P	
OR52E8	
OR52H1	
OR52H2P	
OR52I1	
OR52I2	
OR52J1P	
OR52J2P	OR52J4P
OR52J3	
OR52K1	
OR52K2	
OR52K3P	
OR52L1	
OR52L2P	OR52L2
OR52M1	OR52M1P
OR52M2P	OR52M4
OR52N1	
OR52N2	
OR52N3P	
OR52N4	
OR52N5	OR52N5Q
OR52P1P	OR52P1
OR52P2P	
OR52Q1P	
OR52R1	
OR52S1P	
OR52T1P	
OR52U1P	
OR52V1P	
OR52W1	OR52W1P
OR52X1P	
OR52Y1P	OR52Y2P
OR52Z1	OR52Z1P
OR55B1P	OR55B2P
OR55B1P	OR55C1P
OR56A1	
OR56A3	OR56A6
OR56A3	OR56A3P
OR56A4	
OR56A5	OR56A5P
OR56A7P	
OR56B1	OR56B1P
OR56B2P	OR56B2
OR56B3P	
OR56B4	
OR5A1	OST181
OR5A1	OR5A1P
OR5A2	
OR5AC1	OR5AC1P
OR5AC2	HSA1
OR5AC4P	
OR5AH1P	
OR5AK1P	OR5AK5P
OR5AK2	
OR5AK3P	OR5AK3
OR5AK4P	
OR5AL1	OR5AL1P
OR5AL2P	
OR5AM1P	
OR5AN1	
OR5AN2P	
OR5AO1P	
OR5AP1P	
OR5AP2	
OR5AQ1P	
OR5AR1	
OR5AS1	
OR5AU1	
OR5AW1P	
OR5AZ1P	
OR5B10P	OR13-67
OR5B10P	OR13-34
OR5B10P	OR13-64
OR5B10P	OR5B11P
OR5B10P	OR5B4P
OR5B10P	OR5B10
OR5B10P	OR5B11
OR5B10P	OR5B18P
OR5B12	OST743
OR5B12	OR5B12P
OR5B12	OR5B16
OR5B15P	
OR5B17	OR5B20P
OR5B19P	
OR5B1P	OR8-122
OR5B1P	OR8-123
OR5B1P	OR6-57
OR5B1P	OR6-55
OR5B1P	OR3-144
OR5B1P	OR912-92
OR5B1P	OR5B9P
OR5B1P	OR5B9
OR5B1P	OR5B5P
OR5B1P	OR5B14P
OR5B1P	OR5B7P
OR5B1P	OR5B7
OR5B1P	OR5B8
OR5B1P	OR5B8P
OR5B1P	OR5B5
OR5B1P	OR5B6
OR5B1P	OR5B6P
OR5B2	OST073
OR5B21	
OR5B3	OST129
OR5B3	OR5B13
OR5BA1P	
OR5BB1P	
OR5BC1P	
OR5BD1P	
OR5BE1P	
OR5BH1P	OR5BH2P
OR5BJ1P	OST740
OR5BK1P	
OR5BL1P	
OR5BM1P	
OR5BN1P	
OR5BN2P	
OR5BP1P	
OR5BQ1P	OR5BQ2P
OR5BR1P	
OR5BS1P	OR5BS1
OR5BT1P	
OR5C1	OR9-F
OR5C1	hRPK-465_F_21
OR5C1	OR5C2P
OR5D13	
OR5D14	
OR5D15P	
OR5D16	
OR5D17P	
OR5D18	
OR5D2P	OR11-7a
OR5D2P	OR912-91
OR5D2P	OR8-127
OR5D2P	OR912-47
OR5D2P	OR18-44
OR5D2P	R5D9P
OR5D2P	OR18-17
OR5D2P	OR18-42
OR5D2P	OR18-43
OR5D2P	OR912-94
OR5D2P	OR8-125
OR5D2P	OR5D6P
OR5D2P	OR5D10P
OR5D2P	OR5D1P
OR5D2P	OR5D5P
OR5D2P	OR5D12P
OR5D2P	OR5D8P
OR5D2P	OR5D7P
OR5D2P	OR5D9P
OR5D2P	OR5D12
OR5D2P	OR5D11P
OR5D2P	OR5D11
OR5D3P	OR11-8b
OR5D3P	OR11-8c
OR5D3P	OR5D3
OR5D3P	OR5D4
OR5E1P	TPCR24
OR5E1P	HSTPCR24
OR5E1P	OR5E1
OR5F1	OR11-10
OR5F2P	
OR5G1P	OR11-104
OR5G1P	OR93
OR5G1P	OR5G2P
OR5G3	OR5G6P
OR5G3	OR5G3P
OR5G4P	
OR5G5P	
OR5H1	HTPCRX14
OR5H1	HSHTPCRX14
OR5H14	
OR5H15	
OR5H2	
OR5H3P	
OR5H4P	
OR5H5P	
OR5H6	
OR5H7P	
OR5H8	OR5H8P
OR5I1	HSOlf1
OR5I1	OLF1
OR5J1P	HTPCRH02
OR5J1P	OR5J1
OR5J2	
OR5J7P	
OR5K1	HTPCRX10
OR5K1	HSHTPCRX10
OR5K2	
OR5K3	
OR5K4	
OR5L1	OST262
OR5L2	HTPCRX16
OR5L2	HSHTPCRX16
OR5M1	OST050
OR5M10	
OR5M11	OR11-199
OR5M12P	
OR5M13P	
OR5M14P	OR5M15P
OR5M2P	
OR5M3	
OR5M4P	
OR5M5P	
OR5M6P	
OR5M7P	
OR5M8	
OR5M9	
OR5P1P	
OR5P2	JCG3
OR5P3	JCG1
OR5P4P	OST730
OR5S1P	
OR5T1	OR5T1P
OR5T2	
OR5T3	OR5T3Q
OR5V1	hs6M1-21
OR5W1P	
OR5W2	OR5W2P
OR5W2	OR5W3P
OR6A2	OR11-55
OR6A2	OR6A2P
OR6A2	OR6A1
OR6B1	OR7-3
OR6B2	OR6B2P
OR6B3	OR6B3Q
OR6B3	OR6B3P
OR6C1	OST267
OR6C2	OR6C67
OR6C3	OST709
OR6C4	
OR6C5P	
OR6C6	
OR6C64P	
OR6C65	
OR6C66P	
OR6C68	
OR6C69P	
OR6C70	
OR6C71P	
OR6C72P	
OR6C73P	
OR6C74	
OR6C75	
OR6C76	
OR6C7P	
OR6D1P	
OR6E1P	
OR6F1	OST731
OR6J1	OR6J2
OR6J1	OR6J1P
OR6K1P	
OR6K2	
OR6K3	
OR6K4P	
OR6K5P	
OR6K6	
OR6L1P	
OR6L2P	
OR6M1	
OR6M2P	
OR6M3P	
OR6N1	
OR6N2	
OR6P1	
OR6Q1	
OR6R1P	
OR6R2P	
OR6S1	OR6S1Q
OR6T1	
OR6U2P	OR6U1P
OR6V1	GPR138
OR6W1P	sdolf
OR6W1P	OR6W1
OR6X1	
OR6Y1	OR6Y2
OR7A10	
OR7A11P	OST527
OR7A11P	OR7A11
OR7A15P	OR19-134
OR7A15P	OR19-1
OR7A15P	OR19-146
OR7A15P	OR7A4P
OR7A15P	OR7A16P
OR7A15P	OR7A20P
OR7A17	HTPCRX19
OR7A18P	
OR7A19P	
OR7A1P	OR19-3
OR7A1P	OLF4p
OR7A1P	hg513
OR7A1P	OR7A6P
OR7A2P	hg1003
OR7A2P	OR19-18
OR7A2P	OLF4p
OR7A2P	OR7A7
OR7A2P	OR7A2
OR7A3P	OR11-7b
OR7A3P	OR19-12
OR7A3P	OR14-59
OR7A3P	OR14-11
OR7A3P	OR7A12P
OR7A3P	OR7A14P
OR7A3P	OR7A14
OR7A3P	OR7A13P
OR7A5	HTPCR2
OR7A8P	OST042
OR7A8P	HG83
OR7A8P	OR19-11
OR7A8P	OR7A9P
OR7C1	OR19-5
OR7C1	OR7C4
OR7C2	OR19-18
OR7C2	OR7C3
OR7D11P	
OR7D1P	OR19-A
OR7D1P	OR7D3P
OR7D1P	OR7D3
OR7D2	OR19-4
OR7D2	HTPCRH03
OR7D2	FLJ38149
OR7D4	hg105
OR7D4	OR19-B
OR7D4	OR7D4P
OR7E100P	
OR7E101P	
OR7E102P	OR7E102
OR7E103P	OR4D12P
OR7E104P	
OR7E105P	
OR7E106P	OST215
OR7E106P	OR7E40P
OR7E108P	OST726
OR7E109P	OST721
OR7E10P	OR11-1
OR7E110P	hg674
OR7E110P	OR912-109
OR7E110P	OR912-46
OR7E110P	OR912-108
OR7E110P	OR912-110
OR7E110P	hg523
OR7E110P	OR7E68P
OR7E110P	OR7E71P
OR7E110P	OR7E72P
OR7E110P	OR7E73P
OR7E110P	OR7E74P
OR7E110P	OR7E75P
OR7E111FP	
OR7E111P	
OR7E115P	OST704
OR7E116P	OST733
OR7E117P	OST716
OR7E11P	OR11-2
OR7E11P	OR7E144P
OR7E121P	
OR7E122P	OST719
OR7E125P	PJCG6
OR7E126P	hg500
OR7E126P	OR11-1
OR7E128P	
OR7E129P	
OR7E12P	OR11-3
OR7E12P	OR7E58P
OR7E12P	OR7E79P
OR7E130P	OST702
OR7E136P	OR7E147P
OR7E136P	OR7E139P
OR7E13P	OR11-4
OR7E140P	
OR7E145P	
OR7E148P	OR7E150P
OR7E149P	
OR7E14P	OR11-5
OR7E14P	OR7E151P
OR7E154P	
OR7E155P	
OR7E156P	
OR7E157P	
OR7E158P	
OR7E159P	
OR7E15P	OR11-392
OR7E15P	OST001
OR7E15P	OR7E80P
OR7E15P	OR7E42P
OR7E160P	
OR7E161P	
OR7E162P	
OR7E163P	
OR7E16P	OR19-133
OR7E16P	OR19-9
OR7E16P	OR7E60P
OR7E16P	OR7E17P
OR7E18P	OR19-14
OR7E18P	TPCR26
OR7E18P	OR7E61
OR7E18P	OR7E98P
OR7E19P	OR19-7
OR7E19P	OR7E65
OR7E1P	
OR7E21P	OR4DG
OR7E21P	OST035
OR7E21P	OR7E49P
OR7E21P	OR7E127P
OR7E22P	OR6DG
OR7E22P	OR3.6
OR7E23P	OR21-3
OR7E23P	OR7E92P
OR7E24	OR19-8
OR7E24	HSHT2
OR7E24	OR7E24Q
OR7E24	OR7E24P
OR7E25P	OR19-C
OR7E25P	CIT-B-440L2
OR7E26P	OR1-51
OR7E26P	OR1-72
OR7E26P	OR1-73
OR7E26P	OR912-95
OR7E26P	OR7E67P
OR7E26P	OR7E69P
OR7E26P	OR7E70P
OR7E26P	OR7E68P
OR7E28P	OST128
OR7E28P	hg616
OR7E28P	OR7E133P
OR7E28P	OR7E107P
OR7E28P	OR7E27P
OR7E29P	OST032
OR7E2P	OR11-6
OR7E2P	hg94
OR7E2P	OR7F2P
OR7E2P	OR7E51P
OR7E31P	OST205
OR7E31P	OR7E32P
OR7E33P	hg688
OR7E35P	OST018
OR7E35P	OR7E120
OR7E36P	OST024
OR7E36P	OR7E119P
OR7E37P	hg533
OR7E38P	OST127
OR7E38P	OR7E76
OR7E39P	hg611
OR7E39P	OR7E138P
OR7E41P	OR11-20
OR7E41P	hg84
OR7E41P	OR8-126
OR7E41P	OR7F6P
OR7E41P	OR7E50P
OR7E41P	OR7E95P
OR7E43P	OR4-116
OR7E46P	OST379
OR7E46P	MCEEP
OR7E47P	OR7E141
OR7E4P	OR11-11a
OR7E4P	OR7F4P
OR7E53P	OR3-143
OR7E53P	OR3-142
OR7E53P	OR7E78P
OR7E53P	OR7E78
OR7E53P	OR7E132P
OR7E55P	OR2DG
OR7E55P	OR3.2
OR7E55P	OST013
OR7E55P	OR7E56P
OR7E59P	OST119
OR7E59P	OR7E59
OR7E59P	OR7E137P
OR7E5P	OR11-12
OR7E5P	FLJ31393
OR7E5P	OR7F5P
OR7E62P	OR7E62
OR7E62P	OR2-53
OR7E62P	OR7E63
OR7E62P	OR7E64
OR7E62P	OR7E63P
OR7E62P	OR7E64P
OR7E62P	OR7E82P
OR7E66P	hg630
OR7E66P	HG630
OR7E66P	OR3DG
OR7E66P	OR3.3
OR7E66P	OR7E6P
OR7E66P	OR7E20P
OR7E7P	
OR7E83P	OR7E134P
OR7E84P	OST185
OR7E84P	OR7E54P
OR7E85BP	
OR7E85P	OR7E88P
OR7E86P	
OR7E87P	OR11-9
OR7E87P	OR7E3P
OR7E87P	OR7F3P
OR7E89P	
OR7E8P	OR11-11a
OR7E90P	OST705
OR7E90P	OR7E123P
OR7E91P	
OR7E93P	OR7E131P
OR7E94P	
OR7E96P	
OR7E97P	
OR7E99P	
OR7G1	OR19-15
OR7G1	OR7G1P
OR7G15P	
OR7G2	OST260
OR7G3	OST085
OR7H1P	OR7H1
OR7H2P	
OR7K1P	
OR7L1P	
OR7M1P	
OR8A1	OST025
OR8A2P	
OR8A3P	
OR8B10P	
OR8B12	
OR8B1P	OR11-561
OR8B1P	OR8B11P
OR8B2	
OR8B3	
OR8B4	OR8B4P
OR8B5P	
OR8B6P	
OR8B7P	OR8B13P
OR8B8	TPCR85
OR8B9P	
OR8C1P	OR11-175
OR8C1P	OR912-45
OR8C1P	OR912-106
OR8C1P	OR8C3P
OR8C1P	OR8C4P
OR8D1	OST004
OR8D1	OR8D3
OR8D2	
OR8D4	
OR8F1P	
OR8G1	TPCR25
OR8G1	HSTPCR25
OR8G1	OR8G1P
OR8G2P	TPCR120
OR8G2P	HSTPCR120
OR8G2P	ORL206
OR8G2P	ORL486
OR8G2P	OR8G4
OR8G2P	OR8G2
OR8G3P	
OR8G5	OR8G5P
OR8G5	OR8G6
OR8G7P	
OR8H1	
OR8H2	
OR8H3	
OR8I1P	
OR8I2	
OR8I4P	
OR8J1	
OR8J2	OR8J2P
OR8J3	
OR8K1	
OR8K2P	
OR8K3	
OR8K4P	
OR8K5	
OR8L1P	
OR8Q1P	
OR8R1P	
OR8S1	
OR8S21P	
OR8T1P	
OR8U1	
OR8U3	OR5R1P
OR8U3	OR5R1
OR8U8	
OR8U9	
OR8V1P	
OR8X1P	
OR9A1P	HTPCRX06
OR9A1P	HSHTPCRX06
OR9A1P	OR9A1
OR9A2	
OR9A3P	OR9A6P
OR9A4	
OR9G1	OR9G5
OR9G2P	OR9G6
OR9G3P	
OR9G4	
OR9G9	
OR9H1P	
OR9I1	
OR9I2P	
OR9I3P	OST714
OR9K1P	
OR9K2	
OR9L1P	OR9L2P
OR9M1P	OR5BG1P
OR9N1P	
OR9P1P	OR9P2P
OR9Q1	
OR9Q2	OR9Q2P
OR9R1P	
OR9S24P	OR5J6P
ORAI1	FLJ14466
ORAI1	CRACM1
ORAI1	TMEM142A
ORAI2	CBCIP2
ORAI2	FLJ12474
ORAI2	FLJ14733
ORAI2	H_NH0514P08.8
ORAI2	C7orf19
ORAI2	TMEM142B
ORAI3	MGC13024
ORAI3	TMEM142C
ORAOV1P1	
ORC1	HSORC1
ORC1	PARC1
ORC1	ORC1L
ORC1P1	
ORC2	ORC2L
ORC3	IMAGE50150
ORC3	LATHEO
ORC3	ORC3L
ORC4	HsORC4
ORC4	Orc4p
ORC4	ORC4L
ORC5	Orc5p
ORC5	ORC5T
ORC5	PPP1R117
ORC5	ORC5L
ORC6	ORC6L
ORM1	
ORM2	AGP-B
ORM2	AGP-B'
ORM2	AGP2
ORMDL1	
ORMDL2	HSPC160
ORMDL2	adoplin-2
ORMDL2	MST095
ORMDL2	MSTP095
ORMDL3	
OS9	OS-9
OS9	ERLEC2
OSBP	OSBP1
OSBP2	KIAA1664
OSBP2	ORP-4
OSBP2	ORP4
OSBP2	OSBPL1
OSBPL10	
OSBPL10-AS1	
OSBPL11	ORP-11
OSBPL11	ORP11
OSBPL11	FLJ13012
OSBPL11	FLJ13164
OSBPL1A	ORP-1
OSBPL1A	ORP1
OSBPL1A	OSBPL1B
OSBPL2	KIAA0772
OSBPL2	ORP-2
OSBPL2	DFNA67
OSBPL3	ORP-3
OSBPL3	ORP3
OSBPL3	KIAA0704
OSBPL3	OSBP3
OSBPL5	KIAA1534
OSBPL5	ORP5
OSBPL5	OBPH1
OSBPL6	ORP6
OSBPL7	ORP7
OSBPL7	MGC71150
OSBPL8	OSBP10
OSBPL8	ORP8
OSBPL8	MST120
OSBPL8	MSTP120
OSBPL9	
OSBPL9P1	
OSBPL9P2	
OSBPL9P3	
OSBPL9P4	
OSBPL9P5	
OSBPL9P6	
OSCAR	
OSCP1	NOR1
OSCP1	C1orf102
OSER1	dJ1183I21.1
OSER1	HSPC207
OSER1	Perit1
OSER1	Osr1
OSER1	C20orf111
OSER1-DT	OSER1-AS1
OSGEP	PRSMG1
OSGEP	GCPL1
OSGEP	OSGEP1
OSGEP	KAE1
OSGEP	TCS3
OSGEPL1	Qri7
OSGEPL1	OSGEPL
OSGEPL1-AS1	
OSGIN1	BDGI
OSGIN1	OKL38
OSGIN2	hT41
OSGIN2	C8orf1
OSM	MGC20461
OSMR	OSMRB
OSMR	OSMRbeta
OSMR-AS1	
OSR1	ODD
OSR2	FLJ90037
OST4	
OSTC	DC2
OSTCP1	DC2L
OSTCP1	OSTCL
OSTCP2	
OSTCP3	
OSTCP4	
OSTCP5	
OSTCP6	
OSTCP7	
OSTCP8	
OSTF1	SH3P2
OSTF1	OSF
OSTF1	bA235O14.1
OSTF1P1	OSTF1P
OSTM1	HSPC019
OSTM1	GL
OSTM1-AS1	
OSTN	
OSTN-AS1	
OTC	OTCase
OTC	OTCD
OTOA	CT108
OTOA	DFNB22
OTOAP1	LOC653786
OTOF	FER1L2
OTOF	DFNB6
OTOF	DFNB9
OTOG	mlemp
OTOG	OTGN
OTOG	FLJ46346
OTOGL	FLJ90579
OTOGL	C12orf64
OTOL1	C1QTNF15
OTOL1	C1QTNF16
OTOP1	
OTOP2	
OTOP3	
OTOR	MIAL
OTOR	MIAL1
OTOR	FDP
OTOS	OTOSP
OTP	
OTUB1	FLJ20113
OTUB1	FLJ40710
OTUB2	FLJ21916
OTUB2	MGC3102
OTUB2	C14orf137
OTUD1	DUBA7
OTUD1	OTDC1
OTUD3	KIAA0459
OTUD3	DUBA4
OTUD4	HSHIN1
OTUD4	KIAA1046
OTUD4	DUBA6
OTUD4P1	HIN1L
OTUD5	DKFZp761A052
OTUD5	DUBA
OTUD6A	FLJ25831
OTUD6A	HSHIN6
OTUD6A	DUBA2
OTUD6B	CGI-77
OTUD6B	DUBA5
OTUD6B-AS1	GS1-251I9.4
OTUD7A	CEZANNE2
OTUD7A	C15orf16
OTUD7A	OTUD7
OTUD7B	CEZANNE
OTUD7B	ZA20D1
OTULIN	FLJ34884
OTULIN	FAM105B
OTULIN-DT	
OTULINL	FLJ11127
OTULINL	NET20
OTULINL	FAM105A
OTX1	
OTX2	
OTX2-AS1	OTX2OS1
OTX2P1	OTX2P
OTX2P2	
OVAAL	LINC01131
OVAAL	OVAL
OVCA2	
OVCH1	OVCH
OVCH1-AS1	
OVCH2	OVTN
OVGP1	CHIT5
OVGP1	MUC9
OVOL1	HOVO1
OVOL1-AS1	
OVOL2	bA504H3.3
OVOL2	HOVO2
OVOL2	CHED
OVOL2	ZNF339
OVOL2	CHED1
OVOL3	HOVO3
OXA1L	MGC133129
OXA1L	OXA1
OXCT1	SCOT
OXCT1	OXCT
OXCT1-AS1	SARRAH
OXCT2	FKSG25
OXCT2	FLJ00030
OXCT2	SCOT-T
OXCT2P1	OXCT2P
OXER1	GPCR
OXER1	TG1019
OXER1	GPR170
OXGR1	P2RY15
OXGR1	P2Y15
OXGR1	aKGR
OXGR1	GPR99
OXGR1	GPR80
OXLD1	MGC104712
OXLD1	C17orf90
OXNAD1	MGC15763
OXR1	TLDC3
OXSM	KS
OXSM	FLJ20604
OXSM	FASN2D
OXSM	CEM1
OXSR1	KIAA1101
OXSR1	OSR1
OXT	OXT-NPI
OXT	OT-NPI
OXT	OT
OXTR	
P2RX1	P2X1
P2RX2	P2X2
P2RX2	DFNA41
P2RX3	P2X3
P2RX4	P2X4
P2RX5	P2X5
P2RX5	LRH-1
P2RX5-TAX1BP3	
P2RX6	P2XM
P2RX6	MGC129625
P2RX6	P2X6
P2RX6	P2RXL1
P2RX6P	
P2RX7	P2X7
P2RX7	MGC20089
P2RY1	P2Y1
P2RY1	SARCC
P2RY10	P2Y10
P2RY10BP	P2RY10P2
P2RY10P1	GPR121P
P2RY10P1	P2Y10P1
P2RY11	P2Y11
P2RY12	P2Y12
P2RY12	SP1999
P2RY12	HORK3
P2RY13	FKSG77
P2RY13	P2Y13
P2RY13	GPR94
P2RY13	GPR86
P2RY14	KIAA0001
P2RY14	GPR105
P2RY2	P2U
P2RY4	NRU
P2RY4	P2Y4
P2RY4	UNR
P2RY4	P2P
P2RY6	P2Y6
P2RY8	P2Y8
P3H1	GROS1
P3H1	LEPRECAN
P3H1	MGC117314
P3H1	LEPRE1
P3H2	FLJ10718
P3H2	MLAT4
P3H2	LEPREL1
P3H2-AS1	LEPREL1-AS1
P3H3	GRCB
P3H3	HSU47926
P3H3	LEPREL2
P3H4	SC65
P3H4	NO55
P3H4	LEPREL4
P3R3URF	
P3R3URF-PIK3R3	
P4HA1	C-P4Halpha(I)
P4HA1	P4HA
P4HA2	C-P4Halpha(II)
P4HA2-AS1	
P4HA3	C-P4Halpha(III)
P4HA3-AS1	
P4HB	PDIA1
P4HB	PROHB
P4HB	DSI
P4HB	GIT
P4HB	PDI
P4HB	PO4HB
P4HB	P4Hbeta
P4HB	PO4DB
P4HB	ERBA2L
P4HTM	P4H-TM
P4HTM	PHD4
P4HTM	PH4
P4HTM	HIFPH4
P4HTM	FLJ20262
P4HTM	EGLN4
P4HTM	PH-4
PA2G4	
PA2G4P1	PA2G4P
PA2G4P2	bA102J14.2
PA2G4P2	PA2G4L5
PA2G4P3	HsT2542
PA2G4P3	PA2G4L4
PA2G4P4	PA2G4L1
PA2G4P5	PA2G4L2
PA2G4P6	PA2G4L3
PAAF1	FLJ11848
PAAF1	Rpn14
PAAF1	WDR71
PABIR1	MGC17347
PABIR1	C9orf42
PABIR1	FAM122A
PABIR2	DKFZp686L20116
PABIR2	RP11-308B5.5
PABIR2	FAM122B
PABIR3	RP3-473B4.1
PABIR3	FAM122C
PABPC1	PABP1
PABPC1	PABPL1
PABPC1	PAB1
PABPC1	PABPC2
PABPC1L	dJ1069P2.3
PABPC1L	PABPC1L1
PABPC1L	ePAB
PABPC1L	C20orf119
PABPC1L2A	RBM32A
PABPC1L2B	RBM32B
PABPC1L2B-AS1	
PABPC1P1	PABP1
PABPC1P1	PABPCP1
PABPC1P10	D3S3192
PABPC1P10	PABPL1
PABPC1P11	
PABPC1P12	
PABPC1P13	
PABPC1P2	PABP2
PABPC1P2	PABP4
PABPC1P2	PABPCP4
PABPC1P2	PABPCP2
PABPC1P3	PABP3
PABPC1P3	PABPCP3
PABPC1P4	PABPL2
PABPC1P4	PABPCP5
PABPC1P5	
PABPC1P6	
PABPC1P7	
PABPC1P8	
PABPC1P9	
PABPC3	PABP3
PABPC3	tPABP
PABPC3	PABPL3
PABPC4	iPABP
PABPC4	APP-1
PABPC4-AS1	
PABPC4L	
PABPC5	PABP5
PABPC5-AS1	OTTHUMG00000021960
PABPC5-AS1	CXorf46
PABPN1	PAB2
PABPN1	OPMD
PABPN1	PABP2
PABPN1L	ePABP2
PABPN1P1	
PABPN1P2	
PABX	
PABY	
PACC1	FLJ10874
PACC1	PAC
PACC1	C1orf75
PACC1	TMEM206
PACERR	PACER
PACERR	PTGS2-AS1
PACRG	PARK2CRG
PACRG	FLJ32724
PACRG	Glup
PACRG	HAK005771
PACRG-AS1	
PACRG-AS2	
PACRG-AS3	
PACRGL	MGC29898
PACRGL	C4orf28
PACS1	FLJ10209
PACS1	KIAA1175
PACS2	KIAA0602
PACS2	PACS1L
PACSIN1	SDPI
PACSIN2	SDPII
PACSIN3	SDPIII
PADI1	HPAD10
PADI1	PDI1
PADI1	PDI
PADI1	PAD1
PADI2	KIAA0994
PADI2	PDI2
PADI3	PDI3
PADI4	PAD
PADI4	PDI5
PADI4	PDI4
PADI4	PADI5
PADI6	
PAEP	PEP
PAEP	PP14
PAEP	GdA
PAEP	GdS
PAEP	GdF
PAEP	PAEG
PAEP	GD
PAEP	MGC138509
PAEP	MGC142288
PAEPP1	
PAF1	PD2
PAF1	F23149_1
PAF1	FLJ11123
PAFAH1B1	LIS1
PAFAH1B1	PAFAH
PAFAH1B1	NudF
PAFAH1B1	MDCR
PAFAH1B1	MDS
PAFAH1B1P1	LIS2
PAFAH1B1P1	PAFAH1P1
PAFAH1B1P2	LIS2P
PAFAH1B1P2	PAFAH1P2
PAFAH1B2	
PAFAH1B2P1	
PAFAH1B2P2	
PAFAH1B3	
PAFAH2	HSD-PLA2
PAG1	PAG
PAG1	CBP
PAGE1	PAGE-1
PAGE1	GAGE-9
PAGE1	CT16.3
PAGE1	GAGEB1
PAGE2	MGC62094
PAGE2	PAGE-2
PAGE2	CT16.4
PAGE2	GAGEC2
PAGE2B	CT16.5
PAGE3	PAGE-3
PAGE3	CT16.6
PAGE3	GAGED1
PAGE4	PAGE-4
PAGE4	CT16.7
PAGE4	GAGEC1
PAGE5	PAGE-5
PAGE5	CT16.1
PAGE5	CT16.2
PAGR1	MGC4606
PAGR1	GAS
PAGR1	PA1
PAGR1	C16orf53
PAH	PH
PAICS	ADE2H1
PAICS	AIRC
PAICS	PAIS
PAICSP1	
PAICSP2	
PAICSP3	
PAICSP4	
PAICSP5	
PAICSP6	
PAICSP7	
PAIP1	
PAIP1P1	bQB44E15.5
PAIP1P1	bPG254M11.3
PAIP1P1	bCX300M20.3
PAIP2	PAIP2A
PAIP2B	KIAA1155
PAK1	
PAK1IP1	FLJ20624
PAK1IP1	hPIP1
PAK1IP1	PIP1
PAK1IP1	bA421M1.5
PAK1IP1	MAK11
PAK1IP1	WDR84
PAK2	PAK65
PAK2	PAKgamma
PAK3	hPAK3
PAK3	bPAK
PAK3	MRX30
PAK3	MRX47
PAK4	
PAK5	KIAA1264
PAK5	PAK7
PAK6	PAK5
